                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 3.9123,                  5.669,                  3.287,                      0,                      0,                      0,                      0,                 3.9718,                 5.4199,                  3.433,             9.7822e-06,             9.7822e-06,             9.7822e-06
                     25,                  3.914,                  5.676,                  3.292,                      0,                      0,                      0,                      0,                 3.9697,                 5.4199,                 3.4258,             9.7723e-06,             9.7723e-06,             9.7723e-06
                     26,                 3.9241,                 5.6818,                 3.2736,                      0,                      0,                      0,                      0,                 3.9676,                 5.4191,                   3.42,             9.7624e-06,             9.7624e-06,             9.7624e-06
                     27,                 3.8933,                  5.667,                 3.2772,                      0,                      0,                      0,                      0,                 3.9552,                 5.4181,                 3.4176,             9.7525e-06,             9.7525e-06,             9.7525e-06
                     28,                 3.9435,                 5.6749,                 3.2681,                      0,                      0,                      0,                      0,                 3.9691,                 5.4176,                 3.4154,             9.7426e-06,             9.7426e-06,             9.7426e-06
                     29,                 3.8893,                 5.6697,                 3.2617,                      0,                      0,                      0,                      0,                 3.9537,                 5.4213,                 3.4074,             9.7327e-06,             9.7327e-06,             9.7327e-06
                     30,                 3.9176,                 5.6834,                 3.2605,                      0,                      0,                      0,                      0,                 3.9471,                 5.4188,                 3.4088,             9.7228e-06,             9.7228e-06,             9.7228e-06
                     31,                 3.8945,                 5.6769,                 3.2443,                      0,                      0,                      0,                      0,                 3.9459,                 5.4188,                 3.4063,             9.7129e-06,             9.7129e-06,             9.7129e-06
                     32,                 3.8921,                 5.6784,                 3.2541,                      0,                      0,                      0,                      0,                 3.9393,                 5.4192,                 3.4005,              9.703e-06,              9.703e-06,              9.703e-06
                     33,                 3.9013,                 5.6707,                 3.2446,                      0,                      0,                      0,                      0,                 3.9325,                 5.4193,                  3.396,             9.6931e-06,             9.6931e-06,             9.6931e-06
                     34,                 3.9005,                 5.6787,                 3.2384,                      0,                      0,                      0,                      0,                 3.9289,                 5.4179,                  3.389,             9.6832e-06,             9.6832e-06,             9.6832e-06
                     35,                 3.8905,                 5.6744,                 3.2561,                      0,                      0,                      0,                      0,                 3.9285,                 5.4195,                 3.3894,             9.6733e-06,             9.6733e-06,             9.6733e-06
                     36,                 3.8898,                 5.6692,                 3.2617,                      0,                      0,                      0,                      0,                 3.9237,                 5.4181,                 3.3886,             9.6634e-06,             9.6634e-06,             9.6634e-06
                     37,                 3.9099,                 5.6765,                 3.2384,                      0,                      0,                      0,                      0,                 3.9154,                 5.4211,                 3.3808,             9.6535e-06,             9.6535e-06,             9.6535e-06
                     38,                 3.8596,                 5.6609,                 3.2446,                      0,                      0,                      0,                      0,                 3.9132,                 5.4193,                 3.3831,             9.6436e-06,             9.6436e-06,             9.6436e-06
                     39,                 3.8498,                 5.6665,                 3.2396,                      0,                      0,                      0,                      0,                 3.9115,                 5.4178,                 3.3794,             9.6337e-06,             9.6337e-06,             9.6337e-06
                     40,                 3.8542,                 5.6641,                 3.2367,                      0,                      0,                      0,                      0,                 3.9036,                 5.4199,                 3.3737,             9.6238e-06,             9.6238e-06,             9.6238e-06
                     41,                 3.8801,                 5.6774,                 3.2207,                      0,                      0,                      0,                      0,                 3.9072,                 5.4203,                 3.3767,             9.6139e-06,             9.6139e-06,             9.6139e-06
                     42,                  3.863,                 5.6636,                 3.2312,                      0,                      0,                      0,                      0,                 3.9008,                 5.4206,                 3.3713,              9.604e-06,              9.604e-06,              9.604e-06
                     43,                 3.8377,                  5.671,                 3.2234,                      0,                      0,                      0,                      0,                  3.898,                 5.4198,                 3.3651,             9.5941e-06,             9.5941e-06,             9.5941e-06
                     44,                  3.846,                 5.6616,                 3.2426,                      0,                      0,                      0,                      0,                 3.8923,                 5.4179,                 3.3651,             9.5842e-06,             9.5842e-06,             9.5842e-06
                     45,                 3.8465,                 5.6726,                 3.2121,                      0,                      0,                      0,                      0,                  3.892,                  5.421,                 3.3679,             9.5743e-06,             9.5743e-06,             9.5743e-06
                     46,                 3.8459,                  5.668,                 3.2161,                      0,                      0,                      0,                      0,                 3.8888,                 5.4195,                 3.3622,             9.5644e-06,             9.5644e-06,             9.5644e-06
                     47,                  3.859,                 5.6666,                 3.2301,                      0,                      0,                      0,                      0,                 3.8827,                 5.4208,                 3.3517,             9.5545e-06,             9.5545e-06,             9.5545e-06
                     48,                 3.8483,                 5.6649,                 3.2166,                      0,                      0,                      0,                      0,                 3.8777,                 5.4195,                 3.3595,             9.5446e-06,             9.5446e-06,             9.5446e-06
                     49,                 3.8593,                 5.6612,                  3.222,                      0,                      0,                      0,                      0,                 3.8757,                 5.4205,                 3.3573,             9.5347e-06,             9.5347e-06,             9.5347e-06
                     50,                 3.8409,                 5.6693,                 3.2136,                      0,                      0,                      0,                      0,                 3.8716,                 5.4202,                  3.348,             9.5248e-06,             9.5248e-06,             9.5248e-06
                     51,                 3.8498,                  5.667,                 3.2123,                      0,                      0,                      0,                      0,                 3.8726,                 5.4197,                 3.3488,             9.5149e-06,             9.5149e-06,             9.5149e-06
