                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 3.1601,                 6.0773,                 2.8112,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7723e-05,             9.7723e-05,             9.7723e-05
                     26,                 3.1607,                 6.0279,                 2.8151,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.7624e-05,             9.7624e-05,             9.7624e-05
                     27,                 3.1526,                 5.9769,                 2.8082,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7525e-05,             9.7525e-05,             9.7525e-05
                     28,                 3.1565,                 5.9745,                 2.8092,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7426e-05,             9.7426e-05,             9.7426e-05
                     29,                 3.1507,                 6.0687,                 2.8132,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7327e-05,             9.7327e-05,             9.7327e-05
                     30,                 3.1433,                   6.01,                 2.8079,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7228e-05,             9.7228e-05,             9.7228e-05
                     31,                 3.1525,                  6.008,                 2.8161,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.7129e-05,             9.7129e-05,             9.7129e-05
                     32,                 3.1457,                 5.9205,                 2.8082,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,              9.703e-05,              9.703e-05,              9.703e-05
                     33,                 3.1563,                 5.9411,                 2.8156,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.6931e-05,             9.6931e-05,             9.6931e-05
                     34,                 3.1518,                 6.0175,                 2.8222,                      0,                      0,                      0,                      0,                      0,                 9214.7,                      0,             9.6832e-05,             9.6832e-05,             9.6832e-05
                     35,                 3.1549,                 6.0439,                 2.8189,                      0,                      0,                      0,                      0,                      0,                 9000.8,                      0,             9.6733e-05,             9.6733e-05,             9.6733e-05
                     36,                 3.1483,                 5.8673,                 2.8093,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.6634e-05,             9.6634e-05,             9.6634e-05
                     37,                 3.1548,                 5.9359,                 2.8109,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.6535e-05,             9.6535e-05,             9.6535e-05
                     38,                 3.1384,                 5.8017,                 2.8074,                      0,                      0,                      0,                      0,                      0,                 330.98,                      0,             9.6436e-05,             9.6436e-05,             9.6436e-05
                     39,                 3.1492,                 5.5926,                 2.8052,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.6337e-05,             9.6337e-05,             9.6337e-05
                     40,                 3.1471,                 5.4594,                 2.7974,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.6238e-05,             9.6238e-05,             9.6238e-05
                     41,                 3.1383,                 5.4002,                 2.7986,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.6139e-05,             9.6139e-05,             9.6139e-05
                     42,                 3.1317,                 5.3817,                 2.8056,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,              9.604e-05,              9.604e-05,              9.604e-05
                     43,                 3.1326,                 5.2496,                 2.8035,                      0,                      0,                      0,                      0,                      0,                 8922.7,                      0,             9.5941e-05,             9.5941e-05,             9.5941e-05
                     44,                 3.1238,                 5.1642,                 2.8039,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.5842e-05,             9.5842e-05,             9.5842e-05
                     45,                  3.116,                 4.6654,                 2.7955,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.5743e-05,             9.5743e-05,             9.5743e-05
                     46,                 3.1183,                 4.5646,                 2.7977,                      0,                      0,                      0,                      0,                      0,                 24.958,                      0,             9.5644e-05,             9.5644e-05,             9.5644e-05
                     47,                 3.1038,                  4.317,                 2.7991,                      0,                      0,                      0,                      0,                      0,                  307.2,                      0,             9.5545e-05,             9.5545e-05,             9.5545e-05
                     48,                 3.1017,                 4.3107,                 2.8001,                      0,                      0,                      0,                      0,                      0,                 22.247,                      0,             9.5446e-05,             9.5446e-05,             9.5446e-05
