                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 3.8255,                 5.6777,                 3.2084,                      0,                      0,                      0,                      0,                 3.8337,                 5.4276,                 3.3351,             9.6139e-06,             9.6139e-06,             9.6139e-06
                     42,                 3.8159,                 5.6612,                 3.2175,                      0,                      0,                      0,                      0,                 3.8266,                 5.4259,                 3.3294,              9.604e-06,              9.604e-06,              9.604e-06
                     43,                 3.7993,                  5.663,                 3.2188,                      0,                      0,                      0,                      0,                 3.8221,                 5.4272,                 3.3277,             9.5941e-06,             9.5941e-06,             9.5941e-06
                     44,                 3.8154,                 5.6627,                 3.2173,                      0,                      0,                      0,                      0,                 3.8187,                 5.4282,                 3.3322,             9.5842e-06,             9.5842e-06,             9.5842e-06
                     45,                 3.7759,                 5.6726,                 3.1949,                      0,                      0,                      0,                      0,                 3.8093,                 5.4286,                 3.3276,             9.5743e-06,             9.5743e-06,             9.5743e-06
                     46,                 3.7871,                 5.6691,                 3.2111,                      0,                      0,                      0,                      0,                 3.8164,                 5.4275,                 3.3313,             9.5644e-06,             9.5644e-06,             9.5644e-06
                     47,                 3.7517,                 5.6631,                 3.1946,                      0,                      0,                      0,                      0,                 3.8036,                 5.4277,                 3.3249,             9.5545e-06,             9.5545e-06,             9.5545e-06
                     48,                  3.804,                 5.6677,                 3.1983,                      0,                      0,                      0,                      0,                 3.8055,                 5.4277,                 3.3279,             9.5446e-06,             9.5446e-06,             9.5446e-06
                     49,                 3.7901,                 5.6609,                 3.2389,                      0,                      0,                      0,                      0,                 3.8009,                 5.4315,                 3.3278,             9.5347e-06,             9.5347e-06,             9.5347e-06
                     50,                 3.8064,                 5.6637,                 3.2173,                      0,                      0,                      0,                      0,                 3.7999,                 5.4306,                  3.334,             9.5248e-06,             9.5248e-06,             9.5248e-06
                     51,                 3.7706,                 5.6669,                 3.2071,                      0,                      0,                      0,                      0,                 3.7971,                 5.4313,                 3.3313,             9.5149e-06,             9.5149e-06,             9.5149e-06
